successorfail,moneygoal,image,projectdetail,riskchallengedetail,numberofpackage,avemoneypackage,minmoneypackage,maxmoneypackage,category_animemanga,category_game,category_kosumebeauty,category_startup,category_sports,category_technology,category_fashion,category_food,category_product,category_restaurants,category_world,category_bookjournalism,category_regionalactivation,category_movie,category_communityservice,category_music
1,1000000,0,301,0,10,151900,1000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,30000,49,1370,123,8,25841,9210,81400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,40,981,128,5,8280,6100,11400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,39,945,0,11,5404,1840,13125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,30,1099,0,12,6728,4880,11220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3240000,31,1775,0,5,66960,10800,172800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,62,2369,0,5,16359,7980,38578,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,30,1533,0,2,99000,99000,99000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,500000,81,1284,0,10,30140,9900,80000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,40,5404,0,22,75727,1000,500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,300000,40,832,0,4,24350,16800,39000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,40,2019,142,21,38504,800,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5000000,12,2151,37,21,96861,1100,300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6000000,19,1273,165,5,181000,5000,400000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,16,2178,0,5,21600,13000,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,300000,46,4807,0,5,75960,3800,212000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,18,1180,22,7,52000,33000,100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,300000,27,1136,27,18,4005,2816,5016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,31,941,182,6,4187,2784,5642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,45,1778,0,6,45966,39800,49800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,2,88,188,9,145774,11060,513500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3000000,34,2048,0,6,121106,67840,296800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,27,851,153,12,8363,2080,20150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4000000,21,1292,0,11,78818,2000,300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300000,42,1242,109,5,28980,24980,34980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,16,390,93,10,2681,1492,4170,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,46,2035,168,6,12166,3780,35800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,58,2349,184,10,24411,4567,49098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,10000,65,2035,0,2,16300,15800,16800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,500000,20,2182,24,12,49833,23000,128000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5000000,13,1947,0,5,33648,3540,114200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100000,12,1500,121,7,9400,800,30000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100000,74,1798,168,6,17493,10980,25280,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,27,2094,0,10,9144,9000,9720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,600000,37,1380,0,7,89254,57500,175000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,500000,35,1395,0,8,18562,4000,55000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,39,1425,0,6,20473,5980,55860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,61,908,114,3,10400,9200,12100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1500000,33,1888,0,6,37750,12750,105000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,54,1388,0,5,33674,23840,47680,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,31,1055,81,22,34015,1500,231000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,50,2559,0,8,46375,30800,85000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1000000,14,0,0,7,19815,3530,57650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,53,2253,0,11,27930,800,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,300000,32,1060,107,11,16354,8800,28000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2000000,14,775,0,11,76385,3240,540000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1000000,33,1891,0,6,35583,6000,100000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1000000,15,1545,0,8,22750,8000,100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2500000,46,4743,0,14,107978,3240,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,50000000,12,1290,0,6,272166,3000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,300000,32,954,0,4,30800,19800,42800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,200000,10,484,0,7,17222,7980,41180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,53,1075,0,7,34352,19460,62550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,30,1497,0,8,215950,600,690000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1000000,19,1754,0,13,51846,17000,100000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,100000,21,885,0,6,28633,28000,29200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,500000,45,2666,0,4,30380,22350,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5000000,23,2766,0,7,75000,5000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1000000,37,932,0,3,52300,46200,61500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5250000,58,2705,126,14,9243,2475,16434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5000000,12,1764,0,4,20150,8000,33200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300000,38,1430,0,7,9165,4980,13600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,900000,20,2112,0,13,22153,8000,80000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,500000,2,233,0,7,12380,4980,17800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,31,2226,0,5,36475,19966,67050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,500000,16,1634,41,14,37607,17000,76000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4000000,33,1412,0,19,104868,3500,1000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,200000,68,2500,168,7,24060,10656,46620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,300000,37,1856,100,6,15216,10450,27500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,26,1135,0,8,60481,19980,195140,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,56,1531,147,10,56902,39926,76780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,19,2568,37,14,35371,15000,79200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,300000,42,2384,0,6,12003,1500,21000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,50000,39,1652,100,11,7964,3160,26400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,14,1491,0,7,6881,1000,27860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,30,1672,170,11,7631,1468,13258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,36,764,256,11,8365,2450,21000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,71,1314,0,6,5493,3430,7780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,36,604,0,6,8073,4980,13500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,34,1451,103,11,49838,2975,93500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3000000,27,3261,78,3,10200,8800,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1500000,40,3532,0,12,116750,1000,600000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,800000,73,2026,211,7,43407,8100,90000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,31,1293,0,5,13841,10000,17842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,62,2010,75,5,27070,17500,39900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,33,859,107,10,4040,2600,8100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,300000,29,1717,128,14,22688,13488,38216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,500000,42,2260,0,5,10920,8294,13132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,100000,43,1294,0,5,29720,15400,60600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3000000,37,3252,0,25,87720,1000,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,250000,43,1647,87,17,11150,3230,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,550000,20,1738,0,10,33156,4320,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,500000,33,1374,0,5,23607,7740,70950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,50,1275,128,11,6931,3244,19760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,31,1286,0,10,10890,1280,18760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,83,1039,81,10,19064,14500,29500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,800000,73,2026,211,7,43407,8100,90000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,31,1293,0,5,13841,10000,17842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,62,2010,75,5,27070,17500,39900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,33,859,107,10,4040,2600,8100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,300000,29,1717,128,14,22688,13488,38216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,500000,42,2260,0,5,10920,8294,13132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,100000,43,1294,0,5,29720,15400,60600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3000000,37,3252,0,25,87720,1000,200000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,250000,43,1647,87,17,11150,3230,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,550000,20,1738,0,10,33156,4320,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,500000,33,1374,0,5,23607,7740,70950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,50,1275,128,11,6931,3244,19760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,31,1286,0,10,10890,1280,18760,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,83,1039,81,10,19064,14500,29500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5000000,29,2537,0,13,165000,5000,1000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1000000,23,1024,0,7,15500,7500,26000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,400000,40,1807,0,10,47900,39800,64800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,31,1874,0,8,41039,3888,163200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,32,766,128,13,6308,2243,16758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,10,367,0,5,15200,10000,20000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,500000,20,1948,134,16,12834,8580,20790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2000000,1,135,0,13,50593,1080,162000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,500000,33,671,0,9,45044,4300,149700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,23,1607,103,4,71625,60000,81600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,39,1863,101,5,9896,5400,16800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3000000,19,1407,0,4,33750,5000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,100000,40,2873,114,9,28188,10800,99000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,16,2383,0,12,53583,12000,110000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,500000,38,993,136,6,25035,17880,38500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,38,1162,162,16,10017,3900,28900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,13,1804,118,8,3382,1805,5415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,300000,0,0,124,11,8211,3980,16800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,12000000,26,3508,78,16,46437,3000,120000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,250000,131,3573,148,15,6214,2800,12000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1000000,46,2476,0,9,105888,54800,300000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,43,3422,0,9,69200,1000,500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,44,1836,0,9,10320,9990,12150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,53,2078,281,13,27102,1980,51990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,41,1312,140,7,16571,11000,23000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,300000,10,447,89,8,6312,2600,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,150000,30,2453,202,5,16706,12936,24024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,700000,40,1404,417,14,35371,11200,95700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,14,981,238,9,12530,8940,16720,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,500000,57,2371,75,10,16267,7590,54022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,38,1437,0,6,19840,18600,21080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,30,1978,0,5,50528,34387,84196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,33,1539,110,15,8505,1580,29800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,269700,31,3839,0,2,9930,9880,9980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,48,2450,163,20,35171,780,91600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,35,1721,137,9,17944,13900,22900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,14,855,0,7,7071,4000,11000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,18,2199,37,13,66415,2000,210000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3000000,24,402,0,5,58000,29000,139000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,53,1029,170,7,18142,12000,26500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,48,1253,0,8,11793,7840,19840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,2000000,11,1251,0,8,27375,1000,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300000,28,881,0,5,19360,12600,28000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,800000,65,2831,0,5,43160,31800,72900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,500000,33,2128,0,6,6434,3383,9552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,3000000,29,958,0,10,30100,3000,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,200000,27,1447,0,13,17165,1555,75600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,23,783,71,11,4681,2125,7500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,20,1064,0,7,29728,16830,47950,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1080000,17,2055,0,9,35520,3240,108000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,200000,93,1379,144,12,21710,980,90860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,300000,51,1258,112,8,18505,1500,30480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,30000,31,1755,122,7,6800,3980,15920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,32,1749,87,8,24337,7150,59400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1000000,33,2523,0,6,18683,6400,41900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,27,1420,163,13,15393,8330,24980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,150000,52,1197,51,16,18501,13460,28610,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,50,1775,0,8,33525,2800,73600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,25,1567,150,8,4655,1980,10400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,150000,11,1126,201,8,4762,3900,6000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,27,1094,168,9,6146,2904,12584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,300000,26,1386,48,19,6960,2500,23000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,32,1215,0,8,34097,9980,93900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,25,1652,0,5,34200,21000,51000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,100000,25,472,110,11,3361,1870,5014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1000000,38,1754,0,13,30807,2500,200000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,200000,48,1894,176,16,9418,2000,15120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,500000,26,864,0,3,5875,5140,6610,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,5000000,23,866,0,14,64233,13122,324000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1000000,31,3086,59,14,31902,2970,198000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
